Institution name;Date of Submission;Date of Acceptance;DOI;Article Title;Article Type;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Article License
University of Zurich;07.03.2024;03.07.2024;10.1016/j.beem.2024.101913;Pre-clinical phaeochromocytoma and paraganglioma models: Cell lines, animal models, and a human primary culture model;REV;TRUE;Hybrid Open Access;Elsevier;Best Practice & Research Clinical Endocrinology & Metabolism;1521-690X;CC BY
University of Zurich;12.05.2023;09.02.2024;10.1016/j.bbrep.2024.101662;Effects of swimming in cold water on lipolysis indicators via fibroblast growth factor-21 in male Wistar rats;FLA;FALSE;Full Open Access;Elsevier;Biochemistry and Biophysics Reports;2405-5808;CC BY
University of Zurich;07.08.2024;09.09.2024;10.1016/j.bbrc.2024.150680;Size of lipid emulsion droplets influences metabolism in human CD4+ T cells.;FLA;TRUE;Hybrid Open Access;Elsevier;Biochemical and Biophysical Research Communications;0006-291X;CC BY
University of Zurich;29.02.2024;13.05.2024;10.1016/j.bbrc.2024.150127;Gastrodin ameliorates synaptic impairment, mitochondrial dysfunction and oxidative stress in N2a/APP cells;FLA;TRUE;Hybrid Open Access;Elsevier;Biochemical and Biophysical Research Communications;0006-291X;CC BY-NC-ND
University of Zurich;25.04.2024;06.07.2024;10.1016/j.bbi.2024.07.007;Microglia undergo molecular and functional adaptations to dark and light phases in male laboratory mice;FLA;TRUE;Hybrid Open Access;Elsevier;Brain Behavior and Immunity;0889-1591;CC BY
University of Zurich;28.01.2024;16.06.2024;10.1016/j.bbi.2024.06.015;Intrauterine position effects in a mouse model of maternal immune activation;FLA;TRUE;Hybrid Open Access;Elsevier;Brain Behavior and Immunity;0889-1591;CC BY
University of Zurich;09.08.2023;02.02.2024;10.1016/j.baae.2024.02.001;Density-dependent performance of larval and juvenile toads: implications for amphibian conservation;FLA;FALSE;Full Open Access;Elsevier;Basic and Applied Ecology;1439-1791;CC BY
University of Zurich;19.07.2024;11.12.2024;10.1016/j.atherosclerosis.2024.119091;Sphingoid Base Diversity;REV;TRUE;Hybrid Open Access;Elsevier;Atherosclerosis;0021-9150;CC BY
University of Zurich;16.04.2024;07.08.2024;10.1016/j.atherosclerosis.2024.118560;Modeling human atherosclerotic lesion in the test-tube: are we there yet?;REV;TRUE;Hybrid Open Access;Elsevier;Atherosclerosis;0021-9150;CC BY
University of Zurich;01.02.2024;12.05.2024;10.1016/j.arthro.2024.05.023;Trochlear Dysplasia Is Associated with Increased Sagittal Tibial Tubercle Trochlear-Groove Distance in Patients with Patellar Instability;FLA;TRUE;Hybrid Open Access;Elsevier;Arthroscopy: The Journal of Arthroscopic and Related Surgery;0749-8063;CC BY
University of Zurich;29.05.2024;27.08.2024;10.1016/j.array.2024.100360;DART: A Solution for Decentralized Federated Learning Model Robustness Analysis;REV;FALSE;Full Open Access;Elsevier;Array;2590-0056;CC BY
University of Zurich;03.05.2024;25.04.2024;10.1016/j.archoralbio.2024.105985;Insights into medieval rural lives: a paleo-odontological investigation of two central European communities;FLA;TRUE;Hybrid Open Access;Elsevier;Archives of Oral Biology;0003-9969;CC BY
University of Zurich;04.04.2024;02.10.2024;10.1016/j.appet.2024.107701;The Veg*n Eating Motives Inventory Plus (VEMI+): A measure of health, environment, animal rights, disgust, social, pandemic and zoonotic diseases, and farm workers’ rights motives;FLA;TRUE;Hybrid Open Access;Elsevier;Appetite;0195-6663;CC BY
University of Zurich;25.03.2024;05.08.2024;10.1016/j.anbehav.2024.10.025;Avoid the light to avoid the heat? Thermal and light preferences of Aedes aegypti mosquito larvae;FLA;TRUE;Hybrid Open Access;Elsevier;Animal Behaviour;0003-3472;CC BY
University of Zurich;28.08.2023;26.02.2024;10.1016/j.anbehav.2024.03.021;The role of neighbour proximity and context on meerkat close call acoustic structure;FLA;TRUE;Hybrid Open Access;Elsevier;Animal Behaviour;0003-3472;CC BY
University of Zurich;27.08.2024;30.09.2024;10.1016/j.anai.2024.09.022;The paradigm shift in drug development for atopic dermatitis;REV;TRUE;Hybrid Open Access;Elsevier;Annals of Allergy, Asthma & Immunology;1081-1206;CC BY
University of Zurich;31.03.2024;15.04.2024;10.1016/j.amjoto.2024.104315;Clinical predictors of negative/equivocal SPECT imaging outcomes in primary hyperparathyroidism: Factors calling for 18F-choline-PET;FLA;TRUE;Hybrid Open Access;Elsevier;American Journal of Otolaryngology--Head and Neck Medicine and Surgery;0196-0709;CC BY
University of Zurich;30.12.2023;28.08.2024;10.1016/j.ajp.2024.104189;Implementing Early Intervention in Psychosis in Indonesia: A Scoping Review;REV;TRUE;Hybrid Open Access;Elsevier;Asian Journal of Psychiatry;1876-2018;CC BY
University of Zurich;22.05.2024;24.09.2024;10.1016/j.ajogmf.2024.101532;Effect of a perineal protection device in vacuum-assisted births – a prospective randomized controlled interventional trial;FLA;TRUE;Hybrid Open Access;Elsevier;American Journal of Obstetrics & Gynecology MFM;2589-9333;CC BY-NC-ND
University of Zurich;23.05.2024;11.10.2024;10.1016/j.ajoc.2024.102196;CTK-like Syndrome: Corneal Opacity and Flattening Following Sequential Intracorneal Ring Implantation and Corneal Cross-linking;CRP;FALSE;Full Open Access;Elsevier;American Journal of Ophthalmology Case Reports;2451-9936;CC BY
University of Zurich;20.01.2024;21.06.2024;10.1016/j.ajo.2024.06.027;The effect of high-dose erythropoietin perinatally on retinal function in school-aged children born extremely or very preterm;FLA;TRUE;Hybrid Open Access;Elsevier;American Journal of Ophthalmology;0002-9394;CC BY-NC-ND
University of Zurich;20.01.2024;05.06.2024;10.1016/j.ajo.2024.06.005;The effect of perinatal high-dose erythropoietin on retinal structural and vascular characteristics in children born preterm;FLA;TRUE;Hybrid Open Access;Elsevier;American Journal of Ophthalmology;0002-9394;CC BY-NC-ND
University of Zurich;29.04.2024;24.07.2024;10.1016/j.ajhg.2024.07.016;Deleterious ZNRF3 germline variants cause neurodevelopmental disorders with mirror brain phenotypes via domain-specific effects on Wnt/β-catenin signaling;FLA;TRUE;Hybrid Open Access;Elsevier;The American Journal of Human Genetics;0002-9297;CC BY
University of Zurich;17.11.2023;18.04.2024;10.1016/j.ajhg.2024.04.014;Missense variants in ANO4 cause sporadic encephalopathic or familial epilepsy with evidence for a dominant-negative effect;FLA;TRUE;Hybrid Open Access;Elsevier;The American Journal of Human Genetics;0002-9297;CC BY
University of Zurich;03.01.2024;27.04.2024;10.1016/j.ahj.2024.04.019;Characteristics, treatment, and outcomes of early vs. late enrollees of the STRONG-HF trial.;FLA;TRUE;Hybrid Open Access;Elsevier;American Heart Journal;0002-8703;CC BY
University of Zurich;09.03.2024;25.11.2024;10.1016/j.adcanc.2024.100131;Upregulation of Mitochondrial Function is Associated with Advanced Prostate Cancer;FLA;FALSE;Full Open Access;Elsevier;Advances in Cancer Biology - Metastasis;2667-3940;CC BY
University of Zurich;14.12.2023;25.01.2024;10.1016/j.acthis.2024.152136;Delineation of the healthy rabbit duodenum by immunohistochemistry – a short communication;SCO;TRUE;Hybrid Open Access;Elsevier;Acta Histochemica;0065-1281;CC BY
University of Zurich;24.02.2024;04.04.2024;10.1016/j.acra.2024.04.002;Photon-counting detector CT for kidney stone detection in excretory phase CT - Comparison between virtual non-contrast and virtual non-iodine reconstructions in a 3D printed kidney phantom;FLA;TRUE;Hybrid Open Access;Elsevier;Academic Radiology;1076-6332;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;22.12.2023;27.09.2024;10.1016/j.ufug.2024.128529;A biosecurity perspective on urban trees in public and private spaces and trees available from nurseries;FLA;TRUE;Hybrid Open Access;Elsevier;Urban Forestry & Urban Greening;1618-8667;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;29.08.2023;26.02.2024;10.1016/j.ufug.2024.128272;Effects of different land-use planning instruments on urban shrub and tree canopy cover in Zurich, Switzerland;FLA;TRUE;Hybrid Open Access;Elsevier;Urban Forestry & Urban Greening;1618-8667;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;05.07.2024;27.07.2024;10.1016/j.soilbio.2024.109539;Metatranscriptomic responses of High-Arctic tundra soil microbiomes to carbon input;FLA;TRUE;Hybrid Open Access;Elsevier;Soil Biology and Biochemistry;0038-0717;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;26.07.2024;11.10.2024;10.1016/j.scitotenv.2024.176904;Temperature and leaf form drive contrasting sensitivity to nitrogen deposition across European forests;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;06.03.2024;22.07.2024;10.1016/j.scitotenv.2024.175006;Warming and rainfall reduction alter soil microbial diversity and co-occurrence networks and enhance pathogenic fungi in dryland soils;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;21.02.2024;26.06.2024;10.1016/j.scitotenv.2024.174346;Coordination between degree of isohydricity and depth of root water uptake in temperate tree species;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;23.12.2023;31.05.2024;10.1016/j.scitotenv.2024.173719;Unravelling the impact of soil data quality on species distribution models of temperate forest woody plants;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;17.03.2024;14.05.2024;10.1016/j.scitotenv.2024.173286;Land use modified impacts of global change factors on soil microbial structure and function: A global hierarchical meta-analysis;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;18.01.2024;26.03.2024;10.1016/j.scitotenv.2024.172049;Revealing legacy effects of extreme droughts on tree growth of oaks across the Northern Hemisphere;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;26.01.2024;26.03.2024;10.1016/j.scitotenv.2024.172042;Dual carbon and oxygen isotopes in Siberian tree rings as indicator of millennia sunshine duration changes;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;25.05.2023;01.03.2024;10.1016/j.scitotenv.2024.171446;Response of alpine ground temperatures to a rising atmospheric 0 °C isotherm in the period 1955–2021;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;09.04.2024;08.12.2024;10.1016/j.renene.2024.122128;Advancing Shared Energy Transition through Strategic Regional Future Developments;FLA;TRUE;Hybrid Open Access;Elsevier;Renewable Energy;0960-1481;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;27.11.2023;02.09.2024;10.1016/j.landusepol.2024.107342;Balancing Forest Area Preservation and Biodiversity Offsets in the Forest: Forest Owners’ Policy Preferences;FLA;TRUE;Hybrid Open Access;Elsevier;Land Use Policy;0264-8377;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;22.12.2023;15.06.2024;10.1016/j.landurbplan.2024.105144;Higher tree species richness and diversity in urban areas than in forests: Implications for host availability for invasive tree pests and pathogens;FLA;TRUE;Hybrid Open Access;Elsevier;Landscape and Urban Planning;0169-2046;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;23.08.2023;18.05.2024;10.1016/j.landurbplan.2024.105126;How the COVID-19 pandemic changed forest visits in Switzerland: Is there a back to normal?;FLA;TRUE;Hybrid Open Access;Elsevier;Landscape and Urban Planning;0169-2046;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;25.07.2024;16.09.2024;10.1016/j.jhydrol.2024.132119;Lead-time-dependent calibration of a flood forecasting model;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Hydrology;0022-1694;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;06.03.2024;01.10.2024;10.1016/j.jhazmat.2024.136043;Microplastics stimulated soil bacterial alpha diversity and nitrogen cycle: A global hierarchical meta-analysis;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Hazardous Materials;0304-3894;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;17.04.2024;05.11.2024;10.1016/j.jenvman.2024.123276;Automatic detection of forest management units to optimally coordinate planning and operations in forest enterprises.;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Environmental Management;0301-4797;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;25.04.2024;26.07.2024;10.1016/j.jenvman.2024.122009;Dynamics of Natural Hazard Risk Awareness: Panel Analysis Insights from Switzerland;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Environmental Management;0301-4797;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;30.11.2023;02.03.2024;10.1016/j.geomorph.2024.109135;Enhanced flow variability and morphological changes through individual wood placements on a gravel bed;FLA;TRUE;Hybrid Open Access;Elsevier;Geomorphology;0169-555X;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;16.01.2024;02.08.2024;10.1016/j.geoderma.2024.116993;Soil organic matter properties drive microbial enzyme activities and greenhouse gas fluxes along an elevational gradient;FLA;FALSE;Full Open Access;Elsevier;Geoderma;0016-7061;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;23.12.2023;28.03.2024;10.1016/j.funeco.2024.101351;Root contact dominates vegetative transmission of the Phialocephala fortinii sl. – Acephala applanata species complex (PAC);FLA;TRUE;Hybrid Open Access;Elsevier;Fungal Ecology;1754-5048;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;03.04.2024;20.09.2024;10.1016/j.forpol.2024.103348;Preferences for proactive and reactive climate-adaptive forest management and the role of public financial support;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Policy and Economics;1389-9341;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;08.02.2023;26.03.2024;10.1016/j.forpol.2024.103219;Forest clearances, compensatory afforestation and biodiversity offsetting in forests: Balancing flexibility and equivalency in Switzerland;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Policy and Economics;1389-9341;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;22.07.2024;12.12.2024;10.1016/j.foreco.2024.122476;Synergistic negative effects of ash dieback and Armillaria root rot on health and stability of mature ash trees;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Ecology and Management;0378-1127;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;28.08.2024;26.11.2024;10.1016/j.foreco.2024.122441;Increased drought mortality in initially fast-growing silver fir trees in the Black Forest;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Ecology and Management;0378-1127;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;22.03.2024;23.05.2024;10.1016/j.foreco.2024.122017;Landscape, site and post-disturbance forest stand characteristics modulate the colonisation of non-native invasive woody species;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Ecology and Management;0378-1127;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;01.03.2024;29.03.2024;10.1016/j.foreco.2024.121884;Post-windthrow forest development in spruce-dominated mountain forests in Central Europe;FLA;TRUE;Hybrid Open Access;Elsevier;Forest Ecology and Management;0378-1127;CC BY
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;29.02.2024;28.03.2024;10.1016/j.foreco.2024.121875;Perspectives: Resilient forests need joint forces for better inventorying and monitoring;REV;TRUE;Hybrid Open Access;Elsevier;Forest Ecology and Management;0378-1127;CC BY
