Institution name;Date of Submission;Date of Acceptance;DOI;Article Title;Article Type;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Article License
University of Basel;02.12.2024;07.05.2024;10.1016/j.ydbio.2024.05.004;Complete persistence of the primary somatosensory system in zebrafish;SCO;TRUE;Hybrid Open Access;Elsevier;Developmental Biology;0012-1606;CC BY-NC
University of Basel;02.08.2024;05.08.2024;10.1016/j.xpro.2024.103274;Protocol for quantifying of Drug Sensitivity in 3D Patient-derived Ovarian Cancer Models;PRO;FALSE;Full Open Access;Elsevier;STAR Protocols;2666-1667;CC BY
University of Basel;18.10.2023;20.02.2024;10.1016/j.xpro.2024.102932;Protocol for generating in-frame seamless knock-ins in Drosophila using the SEED/Harvest technology;PRO;FALSE;Full Open Access;Elsevier;STAR Protocols;2666-1667;CC BY
University of Basel;08.12.2024;26.11.2024;10.1016/j.xfre.2024.11.008;Novel sonographic reference charts for early pregnancy based on known gestational age;FLA;FALSE;Full Open Access;Elsevier;F&S Reports;2666-3341;CC BY
University of Basel;03.04.2024;18.07.2024;10.1016/j.wneu.2024.07.144;Patient Reported Neurocognitive Outcome after Endoscopic Ventricular Surgery;FLA;TRUE;Hybrid Open Access;Elsevier;World Neurosurgery;1878-8750;CC BY-NC-ND
University of Basel;26.01.2024;05.06.2024;10.1016/j.vaccine.2024.06.018;Parental knowledge and attitudes to infant immunization in the context of RSV: all about confidence?;FLA;TRUE;Hybrid Open Access;Elsevier;Vaccine;0264-410X;CC BY
University of Basel;27.11.2023;14.04.2024;10.1016/j.trip.2024.101096;Bearing the Weight: A Qualitative Study on Expert Views on Integrating Ethics in Autonomous Vehicles;FLA;FALSE;Full Open Access;Elsevier;Transportation Research Interdisciplinary Perspectives;2590-1982;CC BY
University of Basel;16.10.2023;10.01.2024;10.1016/j.toxlet.2024.01.008;Mechanisms of hepatocellular toxicity associated with the components of St. John’s Wort extract hypericin and hyperforin in HepG2 and HepaRG cells;FLA;TRUE;Hybrid Open Access;Elsevier;Toxicology Letters;0378-4274;CC BY
University of Basel;08.03.2024;08.11.2024;10.1016/j.tox.2024.153997;Potential antiandrogenic effects of parabens and benzophenone-type UV-filters by inhibition of 3a-hydroxysteroid dehydrogenases;FLA;TRUE;Hybrid Open Access;Elsevier;Toxicology;0300-483X;CC BY
University of Basel;18.01.2024;25.04.2024;10.1016/j.taap.2024.116945;In silico and in vitro assessment of drugs potentially causing adverse effects by inhibiting CYP17A1;FLA;TRUE;Hybrid Open Access;Elsevier;Toxicology and Applied Pharmacology;0041-008X;CC BY
University of Basel;04.10.2024;30.09.2024;10.1016/j.suronc.2024.102151;Diagnostic accuracy and treatment benefit of PET/CT in staging of colorectal cancer compared to conventional imaging;FLA;TRUE;Hybrid Open Access;Elsevier;Surgical Oncology;0960-7404;CC BY
University of Basel;14.12.2023;06.04.2024;10.1016/j.spc.2024.04.008;Unpacking pathways to a circular economy: A study of packaging innovations in Germany;FLA;TRUE;Hybrid Open Access;Elsevier;Sustainable Production and Consumption;2352-5509;CC BY
University of Basel;30.08.2023;12.06.2024;10.1016/j.softx.2024.101796;A deep-learning-based workflow for reconstructing and segmenting challenging sets of time-resolved X-ray micro-computed tomography data;OSP;FALSE;Full Open Access;Elsevier;SoftwareX;2352-7110;CC BY
University of Basel;08.04.2023;20.02.2024;10.1016/j.socscimed.2024.116714;Understanding the role of the Tanzania national health insurance fund in improving service coverage and quality of care;FLA;TRUE;Hybrid Open Access;Elsevier;Social Science & Medicine;0277-9536;CC BY
University of Basel;01.12.2024;30.06.2024;10.1016/j.soard.2024.06.012;Development of Predictive Model for Predicting Postoperative BMI and optimize bariatric Surgery – a single center Pilot Study;FLA;TRUE;Hybrid Open Access;Elsevier;Surgery for Obesity and Related Diseases;1550-7289;CC BY
University of Basel;22.11.2023;16.04.2024;10.1016/j.smrv.2024.101940;Impact of one night of sleep restriction on sleepiness and cognitive function: A systematic review and meta-analysis;REV;TRUE;Hybrid Open Access;Elsevier;Sleep Medicine Reviews;1087-0792;CC BY
University of Basel;07.01.2024;13.10.2024;10.1016/j.smim.2024.101893;Sialic acid and Siglec receptors in tumor immunity and immunotherapy;REV;TRUE;Hybrid Open Access;Elsevier;Seminars in Immunology;1044-5323;CC BY
University of Basel;30.12.2023;06.04.2024;10.1016/j.sleep.2024.04.007;Inverse association between slow-wave sleep and low-grade inflammation in children and adolescents with major depressive disorder;FLA;TRUE;Hybrid Open Access;Elsevier;Sleep Medicine;1389-9457;CC BY
University of Basel;04.05.2024;25.07.2024;10.1016/j.scitotenv.2024.175078;Prospective One-Health investigation into low-abundant extended-spectrum β-lactamase producing Enterobacterales enables detection of potential dissemination events and persistence;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
University of Basel;23.04.2024;23.07.2024;10.1016/j.scitotenv.2024.175025;Isotopic analysis (δ13C and δ2H) of lignin methoxy groups in forest soils to identify and quantify lignin sources;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY-NC-ND
University of Basel;22.04.2024;24.06.2024;10.1016/j.scitotenv.2024.174320;Microplastic ingestion in five demersal, bathydemersal and bathypelagic fish species from the eastern Weddell Sea, Antarctica;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
University of Basel;20.12.2023;11.04.2024;10.1016/j.scitotenv.2024.172454;Modelling Europe-wide fine resolution daily ambient temperature for 2003–2020 using machine learning;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
University of Basel;22.02.2024;29.03.2024;10.1016/j.scitotenv.2024.172124;Unveiling high concentrations of small microplastics (11–500 μm) in surface water samples from the southern Weddell Sea off Antarctica;FLA;TRUE;Hybrid Open Access;Elsevier;Science of the Total Environment;0048-9697;CC BY
University of Basel;19.06.2024;22.08.2024;10.1016/j.sapharm.2024.08.090;Concordance between pharmacy dispensing and electronic monitoring data of direct oral anticoagulants - A secondary analysis of the MAAESTRO study;FLA;TRUE;Hybrid Open Access;Elsevier;Research in Social and Administrative Pharmacy;1551-7411;CC BY
University of Basel;10.06.2024;14.11.2024;10.1016/j.revpalbo.2024.105240;Multiporate Poaceae pollen grains observed in the recent fossil record from the Greater Serengeti Ecosystem and Lake Victoria region;FLA;TRUE;Hybrid Open Access;Elsevier;Review of Palaeobotany and Palynology;0034-6667;CC BY
University of Basel;27.12.2023;11.02.2024;10.1016/j.resplu.2024.100587;Prediction of Outcomes after Cardiac Arrest by a Generative Artificial Intelligence Model;FLA;FALSE;Full Open Access;Elsevier;Resuscitation Plus;2666-5204;CC BY
University of Basel;20.10.2023;31.01.2024;10.1016/j.resplu.2024.100575;Misconceptions and do-not-resuscitate preferences of healthcare professionals commonly involved in cardiopulmonary resuscitations: A national survey;FLA;FALSE;Full Open Access;Elsevier;Resuscitation Plus;2666-5204;CC BY
University of Basel;27.02.2024;23.05.2024;10.1016/j.rec.2024.05.006;NT-proBNP in systemic right ventricles: a new cutoff level for risk stratification?;FLA;TRUE;Hybrid Open Access;Elsevier;Revista Española de Cardiología (English Edition);1885-5857;CC BY
University of Basel;19.07.2024;18.10.2024;10.1016/j.quascirev.2024.109016;Chironomid-inferred summer temperature during the Last Glacial Maximum in the Southern Black Forest, Central Europe;FLA;TRUE;Hybrid Open Access;Elsevier;Quaternary Science Reviews;0277-3791;CC BY
University of Basel;11.04.2023;23.01.2024;10.1016/j.quascirev.2024.108521;Method development and application of object detection and classification to quaternary fossil pollen sequences;FLA;TRUE;Hybrid Open Access;Elsevier;Quaternary Science Reviews;0277-3791;CC BY
University of Basel;30.12.2023;12.02.2024;10.1016/j.psychsport.2024.102610;The power of human touch: Physical contact improves performance in basketball free throws;FLA;TRUE;Hybrid Open Access;Elsevier;Psychology of Sport & Exercise;1469-0292;CC BY
University of Basel;22.09.2023;09.05.2024;10.1016/j.psychres.2024.115957;A machine learning model to predict the risk of perinatal depression: psychosocial and sleep-related factors in the Life-ON study cohort.;FLA;TRUE;Hybrid Open Access;Elsevier;Psychiatry Research;0165-1781;CC BY
University of Basel;02.04.2024;20.05.2024;10.1016/j.preteyeres.2024.101274;Pseudoxanthoma elasticum – Genetics, Pathophysiology, and Clinical Presentation;REV;TRUE;Hybrid Open Access;Elsevier;Progress in Retinal and Eye Research;1350-9462;CC BY
University of Basel;20.08.2024;12.11.2024;10.1016/j.phytochem.2024.114329;Bufadienolides from Helleborus foetidus and their cytotoxic properties on MCF-7 breast cancer cells;FLA;TRUE;Hybrid Open Access;Elsevier;Phytochemistry;0031-9422;CC BY
University of Basel;06.04.2024;30.06.2024;10.1016/j.pbi.2024.102603;Understanding plant responsiveness to microbiome feedbacks;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Plant Biology;1369-5266;CC BY
University of Basel;20.03.2024;29.07.2024;10.1016/j.orggeochem.2024.104847;Soil chemistry effect on GDGT abundances and their proxies in soils of the Okavango Delta;FLA;TRUE;Hybrid Open Access;Elsevier;Organic Geochemistry;0146-6380;CC BY
University of Basel;28.11.2023;03.07.2024;10.1016/j.orggeochem.2024.104832;The preservation of photosynthetic and hydrological signals in the carbon and hydrogen isotope compositions of n-fatty acids in the seasonal wetland soils of the Okavango Delta (Botswana).;FLA;TRUE;Hybrid Open Access;Elsevier;Organic Geochemistry;0146-6380;CC BY
University of Basel;06.09.2024;11.12.2024;10.1016/j.onehlt.2024.100952;Effects of community action on animal vaccination uptake, antimicrobial usage, and farmers’ wellbeing in Ghana: study protocol for a cluster-randomized controlled trial;SCO;FALSE;Full Open Access;Elsevier;One Health;2352-7714;CC BY
University of Basel;30.08.2024;02.12.2024;10.1016/j.neubiorev.2024.105971;Mitochondrial Transplantation in Brain Disorders: Achievements, Methods, and Challenges;REV;TRUE;Hybrid Open Access;Elsevier;Neuroscience and Biobehavioral Reviews;0149-7634;CC BY
University of Basel;08.03.2023;15.03.2024;10.1016/j.mib.2024.102469;Regulation of sexual commitment in malaria parasites – a complex affair;REV;TRUE;Hybrid Open Access;Elsevier;Current Opinion in Microbiology;1369-5274;CC BY
University of Basel;16.05.2024;26.08.2024;10.1016/j.mattod.2024.08.020;Controlled Enzymatic Reactions by Programmed Confinement in Clusters of Polymersomes and Janus Nanoparticles;FLA;TRUE;Hybrid Open Access;Elsevier;Materials Today;1369-7021;CC BY-NC-ND
University of Basel;29.07.2024;22.09.2024;10.1016/j.lungcan.2024.107963;MTAP as an emerging biomarker in thoracic malignancies;REV;TRUE;Hybrid Open Access;Elsevier;Lung Cancer;0169-5002;CC BY
University of Basel;30.05.2023;08.08.2024;10.1016/j.learninstruc.2024.101993;Image Interpretation Scaffolds Support Adolescents’ Historical Reasoning;FLA;TRUE;Hybrid Open Access;Elsevier;Learning and Instruction;0959-4752;CC BY-NC
University of Basel;28.05.2023;03.01.2024;10.1016/j.jrp.2024.104461;Academic Performance Through Multiple Lenses: Intelligence, Conscientiousness, and Achievement Striving Motivation as Differential Predictors of Objective and Subjective Measures of Academic Achievement in Two Studies of Adolescents;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Research in Personality;0092-6566;CC BY
University of Basel;15.05.2024;05.11.2024;10.1016/j.jpsychires.2024.11.019;Validity and feasibility of four standardized aerobic fitness tests in patients with depression: A cross-sectional study;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Psychiatric Research;0022-3956;CC BY
University of Basel;05.02.2023;20.05.2024;10.1016/j.jpsychires.2024.05.044;Cardiorespiratory fitness, perceived fitness and autonomic function in in-patients with different depression severity compared with healthy controls;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Psychiatric Research;0022-3956;CC BY
University of Basel;19.12.2023;08.03.2024;10.1016/j.jpsychires.2024.03.012;Atherosclerosis and depression: Is carotid intima-media thicker in patients with depression compared to matched control individuals? A systematic review and meta-analysis;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Psychiatric Research;0022-3956;CC BY
University of Basel;14.11.2024;17.11.2024;10.1016/j.jpra.2024.11.016;Functional soft palate reconstruction;FLA;FALSE;Full Open Access;Elsevier;JPRAS Open;2352-5878;CC BY
University of Basel;01.06.2024;08.02.2024;10.1016/j.jor.2024.02.004;Operative management of sacroiliac joint dislocation in children with unstable pelvic fractures – A STROBE-compliant investigation;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Orthopaedics;0972-978X;CC BY
University of Basel;07.01.2023;03.06.2024;10.1016/j.jocs.2024.102355;Physics-Informed Boundary Integral Networks (PIBI-Nets): A Data-Driven Approach for Solving Partial Differential Equations;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Computational Science;1877-7503;CC BY
University of Basel;21.08.2024;27.09.2024;10.1016/j.joca.2024.09.011;Osteoarthritis year in review 2024: biomechanics;FLA;TRUE;Hybrid Open Access;Elsevier;Osteoarthritis and Cartilage;1063-4584;CC BY
University of Basel;23.06.2023;26.06.2024;10.1016/j.joca.2024.06.014;Anterior cruciate ligament (ACL) injury and age affect knee cartilage T2 but not thickness;FLA;TRUE;Hybrid Open Access;Elsevier;Osteoarthritis and Cartilage;1063-4584;CC BY
University of Basel;13.12.2024;31.12.2024;10.1016/j.jobcr.2024.12.021;Technical insights on adjustable velar extension and safety mechanism in Tübingen palatal plate for Pierre Robin sequence;SCO;FALSE;Full Open Access;Elsevier;Journal of Oral Biology and Craniofacial Research;2212-4268;CC BY
University of Basel;29.04.2024;05.11.2024;10.1016/j.jnucmat.2024.155502;Morphological modification of Rh-C coatings upon low-energy Ar\textsuperscript{+} ion sputtering;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Nuclear Materials;0022-3115;CC BY
University of Basel;02.12.2024;12.07.2024;10.1016/j.jns.2024.123138;Polygenic susceptibility for multiple sclerosis is associated with working memory in low-performing young adults;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of the Neurological Sciences;0022-510X;CC BY
University of Basel;30.12.2023;26.03.2024;10.1016/j.jmh.2024.100227;Effects of a co-designed exercise and sport intervention on cardiorespiratory fitness and metabolic syndrome components among individuals living in a refugee camp in Greece: A randomized controlled trial;FLA;FALSE;Full Open Access;Elsevier;Journal of Migration and Health;2666-6235;CC BY
University of Basel;04.02.2024;11.12.2024;10.1016/j.jhep.2024.12.031;Distinct circulating monocytes upregulate CD52 and sustain innate immune function in cirrhosis unless acute decompensation emerges;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Hepatology;0168-8278;CC BY
University of Basel;13.11.2023;25.06.2024;10.1016/j.jflm.2024.102716;Can human sex be estimated based on the dimensions of the maxillary sinuses? A systematic review of the literature on cone-beam and multi-slice computed tomography;REV;TRUE;Hybrid Open Access;Elsevier;Journal of Forensic and Legal Medicine;1752-928X;CC BY
University of Basel;26.03.2024;18.08.2024;10.1016/j.jep.2024.118714;Gelsemium low doses protect against serum deprivation-induced stress on mitochondria in neuronal cells.;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Ethnopharmacology;0378-8741;CC BY
University of Basel;28.08.2024;08.12.2024;10.1016/j.jelekin.2024.102964;Inter-session Reliability of Magnetic Nerve Stimulation and Within-Session comparison to Electrical Nerve Stimulation in Evaluating Neuromuscular Function of Knee Extensor Muscles;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Electromyography and Kinesiology;1050-6411;CC BY
University of Basel;12.01.2023;06.07.2024;10.1016/j.jecp.2024.106038;Mathematics Anxiety and Math Achievement in Primary School Children: Testing Different Theoretical Accounts;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Experimental Child Psychology;0022-0965;CC BY-NC
University of Basel;19.01.2024;12.09.2024;10.1016/j.jcrc.2024.154918;Advance directives in the intensive care unit: An eight-year vanguard cohort study;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Critical Care;0883-9441;CC BY
University of Basel;14.11.2023;18.03.2024;10.1016/j.jcpo.2024.100474;Challenges of Palliative Care Identified by Stakeholders in Resource-Limited Settings: A Multi-Regional Study in Kazakhstan;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Cancer Policy;2213-5383;CC BY
University of Basel;11.01.2023;01.04.2024;10.1016/j.jconrel.2024.04.003;Strategic aspects for the commercialization of nanomedicines;SCO;TRUE;Hybrid Open Access;Elsevier;Journal of Controlled Release;0168-3659;CC BY
University of Basel;27.05.2024;07.10.2024;10.1016/j.jclinepi.2024.111566;Modern trials are most useful when they are pragmatic and explanatory - there is no continuum;SCO;TRUE;Hybrid Open Access;Elsevier;Journal of Clinical Epidemiology;0895-4356;CC BY
University of Basel;25.06.2024;16.09.2024;10.1016/j.jclinepi.2024.111536;Resource use and costs of investigator-sponsored randomised clinical trials in Switzerland, Germany and the United Kingdom: a meta-research study;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Clinical Epidemiology;0895-4356;CC BY
University of Basel;14.05.2024;09.09.2024;10.1016/j.jclinepi.2024.111533;Benchmarking Human-AI Collaboration for Common Evidence Appraisal Tools;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Clinical Epidemiology;0895-4356;CC BY
University of Basel;27.12.2023;15.07.2024;10.1016/j.jclinepi.2024.111469;Characteristics, consent patterns, and challenges of randomized trials using the Trials within Cohorts (TwiCs) design A scoping review;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Clinical Epidemiology;0895-4356;CC BY
University of Basel;18.12.2023;04.03.2024;10.1016/j.jcis.2024.03.021;Peptide nanocarriers co-delivering an antisense oligonucleotide and photosensitizer elicit synergistic cytotoxicity;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Colloid And Interface Science;0021-9797;CC BY-NC-ND
University of Basel;14.02.2024;08.04.2024;10.1016/j.jchromb.2024.124123;Derivatization-free determination of chiral plasma pharmacokinetics of MDMA and its enantiomers;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Chromatography B;1570-0232;CC BY
University of Basel;26.02.2024;23.03.2024;10.1016/j.jchromb.2024.124104;Development and validation of an LC-MS/MS method for quantifying diamorphine and its major metabolites 6-monoacetylmorphine, morphine, morphine-3-glucuronide, and morphine-6-glucuronide in human plasma;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Chromatography B;1570-0232;CC BY
University of Basel;19.07.2024;02.10.2024;10.1016/j.jcf.2024.10.001;Longitudinal effects of Elexacaftor/Tezacaftor/Ivacaftor on the oropharyngeal metagenome in adolescents with cystic fibrosis;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Cystic Fibrosis;1569-1993;CC BY
University of Basel;10.12.2023;22.06.2024;10.1016/j.jbtep.2024.101977;Does responsibility for potential harm attenuate the effects of repeated checking on metamemory and automatization?;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Behavior Therapy and Experimental Psychiatry;0005-7916;CC BY
University of Basel;21.10.2023;16.05.2024;10.1016/j.jbef.2024.100939;Experiences, Demand for Risky Investments, and Implications for Price Dynamics;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Behavioral and Experimental Finance;2214-6350;CC BY
University of Basel;06.12.2023;11.01.2024;10.1016/j.jasrep.2024.104392;Isotopic perspectives on pastoral practices in the Eastern European forest-steppe during the Middle Bronze Age;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Archaeological Science: Reports;2352-409X;CC BY-NC
University of Basel;10.03.2023;16.01.2024;10.1016/j.jaridenv.2024.105132;Climate change, the Arab spring, and COVID-19 - Impacts on landcover transformations in the Levant;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Arid Environments;0140-1963;CC BY
University of Basel;29.01.2024;12.05.2024;10.1016/j.jadr.2024.100804;Everyday Ostracism Experiences of Depressed Individuals: Uncovering the Role of Attributions Using Experience Sampling;FLA;FALSE;Full Open Access;Elsevier;Journal of Affective Disorders Reports;2666-9153;CC BY
University of Basel;04.11.2023;03.03.2024;10.1016/j.jad.2024.03.002;The risk of acute infections in new users of antidepressants: An observational cohort study;FLA;TRUE;Hybrid Open Access;Elsevier;Journal of Affective Disorders;0165-0327;CC BY
University of Basel;17.05.2024;13.09.2024;10.1016/j.jacep.2024.09.019;Accuracy of Smartwatches for Atrial Fibrillation Detection over time: Insights from the Basel Wearable Study;SCO;TRUE;Hybrid Open Access;Elsevier;JACC: Clinical Electrophysiology;2405-500X;CC BY
University of Basel;30.11.2023;20.03.2024;10.1016/j.jacep.2024.03.024;Severe periprocedural complications after ablation for atrial fibrillation: an international collaborative individual patient data registry;FLA;TRUE;Hybrid Open Access;Elsevier;JACC: Clinical Electrophysiology;2405-500X;CC BY
University of Basel;16.02.2024;08.06.2024;10.1016/j.jaad.2024.06.045;Device-based physical therapies in chronic pruritus: a narrative review;REV;TRUE;Hybrid Open Access;Elsevier;Journal of the American Academy of Dermatology;0190-9622;CC BY
University of Basel;22.09.2024;19.11.2024;10.1016/j.it.2024.11.011;Epstein-Barr Virus hijacks B cell metabolism to establish persistent infection and drive pathogenesis;REV;TRUE;Hybrid Open Access;Elsevier;Trends in Immunology;1471-4906;CC BY
University of Basel;30.06.2024;18.11.2024;10.1016/j.isci.2024.111446;Pharmacometabolomics via real-time breath analysis captures metabotypes of asthmatic children associated with salbutamol responsiveness;FLA;FALSE;Full Open Access;Elsevier;iScience;2589-0042;CC BY
University of Basel;20.01.2024;13.08.2024;10.1016/j.iotech.2024.100728;Adoptive cell therapy with tumor-infiltrating lymphocytes in combination with nivolumab in patients with advanced melanoma;FLA;FALSE;Full Open Access;Elsevier;Immuno-Oncology and Technology;2590-0188;CC BY
University of Basel;05.01.2024;18.10.2024;10.1016/j.intell.2024.101873;Investigating measurement invariance of the IDS-2 intelligence scales between migrant and non-migrant groups;FLA;TRUE;Hybrid Open Access;Elsevier;Intelligence;0160-2896;CC BY
University of Basel;31.05.2024;27.12.2024;10.1016/j.injury.2024.112138;Fracture-related infections of the lower extremity â¿¿ Analysis of costs and their drivers;FLA;TRUE;Hybrid Open Access;Elsevier;Injury;0020-1383;CC BY
University of Basel;06.08.2023;12.01.2024;10.1016/j.infpip.2024.100342;Barriers and facilitators to infection prevention practices in home healthcare: a scoping review and proposed implementation framework;REV;FALSE;Full Open Access;Elsevier;Infection Prevention in Practice;2590-0889;CC BY
University of Basel;19.06.2024;26.11.2024;10.1016/j.immuni.2024.11.021;Durable lymphocyte subset elimination upon a single dose of AAV-delivered depletion antibody dissects immune control of chronic viral infection;FLA;TRUE;Hybrid Open Access;Elsevier;Immunity;1074-7613;CC BY
University of Basel;10.06.2023;21.11.2024;10.1016/j.immuni.2024.11.019;The carbonyl nucleobase adduct M3Ade is a potent antigen for adaptive polyclonal MR1-restricted T cells;FLA;TRUE;Hybrid Open Access;Elsevier;Immunity;1074-7613;CC BY
University of Basel;18.06.2024;22.10.2024;10.1016/j.ijpsycho.2024.112461;Effects of sleep restriction and light intensity on mental effort during cognitive challenge;FLA;TRUE;Hybrid Open Access;Elsevier;International Journal of Psychophysiology;0167-8760;CC BY
University of Basel;18.03.2024;30.04.2024;10.1016/j.ijpddr.2024.100546;Robenidine Derivatives As Potential Antischistosomal Drug Candidates;FLA;FALSE;Full Open Access;Elsevier;International Journal for Parasitology: Drugs and Drug Resistance;2211-3207;CC BY-NC-ND
University of Basel;24.11.2023;09.03.2024;10.1016/j.ijleo.2024.171750;Relationship between topographic parameters and BRDF for tungsten surfaces in the visible spectrum;FLA;TRUE;Hybrid Open Access;Elsevier;Optik;0030-4026;CC BY
University of Basel;27.07.2023;06.02.2024;10.1016/j.ijheatmasstransfer.2024.125302;Suspended Micro Thermometer for Anisotropic Thermal Transport Measurements;FLA;TRUE;Hybrid Open Access;Elsevier;International Journal of Heat and Mass Transfer;0017-9310;CC BY
University of Basel;28.06.2024;14.11.2024;10.1016/j.hrthm.2024.11.031;Pulsed-Field Ablation for Atrial Fibrillation with a Novel Simplified Protocol: the PFA Dose Study;FLA;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;26.08.2024;14.11.2024;10.1016/j.hrthm.2024.11.030;Clinical Validation of the 2021 European Society of Cardiology Guidelines on Pre-existing Right Bundle Branch Block in Patients undergoing Transcatheter Aortic Valve Implantation;FLA;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;29.08.2024;19.10.2024;10.1016/j.hrthm.2024.10.041;Procedural Characteristics, Safety and Clinical Outcomes of Pulsed-field Ablation for Pulmonary Vein Isolation in Patients with a Left Common Pulmonary Vein;SCO;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;06.02.2024;25.06.2024;10.1016/j.hrthm.2024.06.058;How to Perform Pulmonary Vein Isolation using a Pentaspline Pulsed Field Ablation System for the Treatment of Atrial Fibrillation;SCO;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;19.10.2023;13.05.2024;10.1016/j.hrthm.2024.05.028;Heart rate variability and stroke or systemic embolism in patients with atrial fibrillation;FLA;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;04.02.2024;05.04.2024;10.1016/j.hrthm.2024.04.046;Acute Kidney Injury after Catheter Ablation of Atrial Fibrillation: Comparison between Different Energy Sources;SCO;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;24.02.2024;04.04.2024;10.1016/j.hrthm.2024.04.044;Biomarkers to Predict Improvement of Left Ventricular Ejection Fraction after Atrial Fibrillation Ablation;FLA;TRUE;Hybrid Open Access;Elsevier;Heart Rhythm;1547-5271;CC BY
University of Basel;20.10.2024;17.12.2024;10.1016/j.hroo.2024.12.016;Prognostic impact of atrial fibrillation in patients undergoing transcatheter aortic valve implantation;FLA;FALSE;Full Open Access;Elsevier;Heart Rhythm O2;2666-5018;CC BY
University of Basel;09.10.2024;23.10.2024;10.1016/j.hroo.2024.10.022;Novel versus Established Cryoballoon Ablation System for Atrial fibrillation: A Systematic Review and Meta-Analysis;FLA;FALSE;Full Open Access;Elsevier;Heart Rhythm O2;2666-5018;CC BY
University of Basel;26.04.2024;26.09.2024;10.1016/j.hpopen.2024.100130;Patient’s Willingness to Pay for Improved Community Health Insurance in Tanzania;FLA;FALSE;Full Open Access;Elsevier;Health Policy OPEN;2590-2296;CC BY
University of Basel;14.08.2024;23.12.2024;10.1016/j.heliyon.2024.e41448;Perceptions of Cultural and Provisioning Ecosystem Services and Human Wellbeing Indicators Amongst Indigenous Communities Neighbouring the Greater Limpopo Transfrontier Conservation Area;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
University of Basel;04.03.2024;08.08.2024;10.1016/j.heliyon.2024.e36019;Real-world outcomes of micropulse transscleral laser therapy in glaucoma patients: efficacy of initial and repeated treatment, transient intraocular pressure spikes;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY-NC-ND
University of Basel;11.07.2023;02.04.2024;10.1016/j.heliyon.2024.e29185;Cleft lip and palate surgery simulator: Open source simulation model;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
University of Basel;05.07.2023;22.02.2024;10.1016/j.heliyon.2024.e27031;Identifying the mental health burden in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) patients in Switzerland: A pilot study;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
University of Basel;23.07.2023;06.02.2024;10.1016/j.heliyon.2024.e26025;Advanced analysis of disintegrating pharmaceutical compacts using deep learning-based segmentation of time-resolved micro-tomography images;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
University of Basel;05.10.2023;25.01.2024;10.1016/j.heliyon.2024.e25413;Rock falls while high-altitude mountaineering – More often in the last years? Evidence from the Swiss alps;FLA;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;CC BY
